"","ID","LONG","LAT","ages","race","sex","income","Location","Price","Experience","Other","will_attend"
"73",20571,-78.6479824855465,35.8123353567139,40.4166875604633,"White","F","25-50k",2,1,1,3,0
"74",20580,-78.5093386125111,35.736778045971,38.803101856373,"Black","F","75-100k",1,3,2,2,0
"75",20665,-78.5491744659986,35.822751051724,43.2984350359434,"White","M","100-150k",2,1,2,1,0
"76",20679,-78.4961045062821,35.6931687220096,72.7181233394372,"Aisian/Other","F","75-100k",1,1,2,2,0
"77",20737,-78.4779214310336,35.7155537727543,47.9692220907119,"Black","M","75-100k",1,1,2,3,0
"78",20975,-78.751811013063,35.8657820524116,48.7046323279932,"White","M","100-150k",1,3,2,3,0
"79",21101,-78.5588883037143,35.6501717322039,41.5765103236741,"White","F","75-100k",1,4,1,1,0
"80",21689,-78.7032091832834,35.8317874659379,38.559014943569,"White","F","100-150k",2,1,1,3,0
"81",21738,-78.6874703630774,35.5911821993797,48.7429443301212,"White","M","75-100k",1,2,1,1,0
"82",21786,-78.6717121900006,35.7686038741314,36.6229317922038,"White","F","25-50k",2,1,2,2,0
"83",21849,-78.642234669128,35.8137532631548,32.9587536405275,"White","M","75-100k",2,1,2,3,1
"84",21869,-78.5485788289982,35.7217256232897,31.7728396937112,"Black","F","75-100k",1,4,1,2,0
"85",22027,-78.6054112202893,35.5735862848202,43.8734541350101,"White","F","75-100k",1,2,1,2,0
"86",22494,-78.5880395339297,35.8029453286245,39.5489601064372,"White","F","75-100k",2,1,2,1,0
"87",22507,-78.661480589237,35.8133842993576,49.0483188726123,"White","F","75-100k",2,2,1,1,0
"88",22619,-78.6319854155739,35.8772362704453,30.1669355869757,"Black","F","<25k",2,2,1,2,0
"89",22861,-78.6163255642073,35.7649314043108,41.9311333109519,"White","F","75-100k",2,1,2,2,0
"90",22957,-78.6010430911037,35.7870225902143,65.062180105646,"White","F","50-75k",2,1,2,3,0
"91",23286,-78.5218968890726,35.7490001317445,26.1749939710897,"White","F","100-150k",1,4,1,3,0
"92",23426,-78.6674294664223,35.7324543114511,36.9402352945244,"White","F","75-100k",2,2,1,3,0
"93",23625,-78.5925845266983,35.67384717797,40.9912355463061,"Black","F","50-75k",1,4,2,1,0
"94",23890,-78.6048118553655,35.823677483414,40.3349063173654,"White","F","75-100k",2,2,2,1,0
"95",24845,-78.6839818697794,35.6920789856786,39.8795981775244,"White","M","50-75k",2,2,1,1,0
"96",25471,-78.6527006629157,35.8051491255818,40.7241459068379,"White","M","25-50k",2,2,2,2,0
"97",25543,-78.8014131494451,35.7266875560383,48.2483368467432,"Black","F","50-75k",2,2,1,2,0
"98",25617,-78.5886386907632,35.6886518493448,30.9322409380168,"Aisian/Other","F","25-50k",1,4,2,2,0
"99",26239,-78.7324799190614,35.8279868125807,37.5290695415259,"Black","F","50-75k",2,2,1,3,0
"100",26445,-78.6688037456827,35.7628628682647,32.1185321468882,"White","F","50-75k",2,2,2,3,0
"101",26685,-78.6188390908648,35.8744480458515,32.1144972899833,"Black","F","75-100k",2,3,1,1,0
"102",27488,-78.4928614156325,35.8335617178399,36.4063410305233,"White","F","50-75k",2,2,2,1,0
"103",27842,-78.643849466325,35.7884040504376,40.5512240286326,"Black","M","75-100k",2,3,1,2,0
"104",28374,-78.6110802937216,35.8335815657296,42.8521983202429,"White","M","100-150k",2,3,1,3,0
"105",28475,-78.6731487509615,35.7392015148461,36.8825889293167,"White","M","25-50k",2,3,2,1,0
"106",28709,-78.6013074572844,35.6967132367562,51.5413286137963,"White","M","50-75k",2,2,2,2,0
"107",29194,-78.4813817254408,35.6877223670945,44.874287851114,"White","F","50-75k",1,2,1,3,0
"108",29203,-78.7088493699968,35.8954791889928,42.8413082361298,"Black","F","50-75k",1,4,2,3,0
"109",29345,-78.6534209203625,35.8187470523349,45.5466651334408,"Aisian/Other","F","75-100k",2,3,2,2,0
"110",29415,-78.7196371189926,35.8107417154922,33.1156187761056,"White","F","75-100k",2,3,2,3,0
"111",29603,-78.6550078096117,35.828768951216,46.9657838922673,"White","F","75-100k",2,2,2,3,0
"112",29632,-78.7087802818262,35.7404779947606,52.5471595194032,"White","M","50-75k",2,4,1,1,0
"113",29645,-78.5740245320583,35.7329152465681,44.5876748302088,"Hispanic","F","<25k",2,3,1,1,0
"114",29848,-78.6283946710724,35.9507806733507,38.4557688629924,"White","M","<25k",2,3,1,2,0
"115",29868,-78.4979229026209,35.7024652406013,37.2272948858092,"White","F","100-150k",1,2,2,1,0
"116",30562,-78.6456101880615,35.8887910427938,41.0448561045675,"White","F","75-100k",2,3,1,3,0
"117",30835,-78.6775633879747,35.8223935159838,42.4607449694811,"White","M","75-100k",2,4,1,2,0
"118",31363,-78.6289753568917,35.7996420793541,31.207853509417,"White","F","50-75k",2,4,1,3,0
"119",31635,-78.5325523468801,35.5949622270794,50.3874581018367,"White","M","75-100k",1,2,2,2,0
"120",31742,-78.6753257492811,35.7763785075612,41.3213318928786,"White","F","25-50k",2,4,2,1,0
"121",31860,-78.6876171534596,35.703306921161,56.1717241964168,"Black","M","75-100k",2,3,2,1,0
"122",32015,-78.6446900397906,35.8018075233546,37.5563207913149,"White","F","25-50k",2,4,2,2,0
"123",32163,-78.7056159252852,35.6294816645739,45.2529482807558,"Black","M","100-150k",2,1,1,1,0
"124",32323,-78.5576474530215,35.6714325273727,31.9449433337764,"Aisian/Other","F","75-100k",2,1,1,2,0
"125",32560,-78.4240960006733,35.7587844899837,50.7644236559369,"Hispanic","M","75-100k",1,2,2,3,0
"126",32805,-78.7070455561195,35.7680540948656,34.6478934397366,"White","M","25-50k",2,4,2,3,0
"127",33087,-78.5458884819695,35.8627401827192,46.5172598523645,"Hispanic","F","25-50k",3,1,1,1,0
"128",33804,-78.6757864333405,35.8839592843964,35.342427009936,"Hispanic","M","50-75k",2,3,2,2,0
"129",34416,-78.7382581854014,35.7831191054955,39.2458567499083,"White","F","25-50k",2,3,2,3,0
"130",34510,-78.809457852088,35.7607765164652,46.9888549662602,"White","M","25-50k",2,4,1,1,0
"131",34539,-78.5377358148199,35.6445539583541,44.3441283130054,"White","M","50-75k",1,3,1,1,0
"132",34628,-78.5497982803319,35.7256558940448,42.0220521014549,"Aisian/Other","F","50-75k",2,1,1,3,0
"133",34803,-78.6354972250058,35.7028158582095,50.603853682549,"White","M","50-75k",2,4,1,2,0
"134",36076,-78.6636493733472,35.7910256410547,33.9497029958511,"White","M","25-50k",3,1,1,2,0
"135",36424,-78.6973871573176,35.7389251075058,35.04745400798,"White","F","25-50k",3,1,1,3,0
"136",36510,-78.6761294251088,35.7926074435057,44.0762885305743,"White","F","75-100k",3,1,2,1,0
"137",36592,-78.5349609615046,35.7094726570119,42.4172160843854,"Aisian/Other","F","25-50k",2,1,2,1,0
"138",36663,-78.5585930405838,35.568331916745,36.2062875201441,"White","M","75-100k",1,3,1,2,0
"139",36968,-78.4834490495169,35.7180688055704,52.4497386439169,"White","M","25-50k",1,3,1,3,0
"140",37086,-78.5975900455009,35.8968375485728,37.6264169845715,"Black","F","25-50k",3,1,2,2,1
"141",37700,-78.5349354094074,35.7598738011128,32.565474923096,"White","M","<25k",2,4,1,3,0
"142",38985,-78.5425191177795,35.8925780081016,55.5503036528823,"White","F","<25k",3,1,2,3,0
"143",39330,-78.7128619595655,35.6505355515273,36.29786338111,"White","M","25-50k",2,1,2,2,1
"144",40017,-78.6688059596089,35.7592629141757,33.1121028414542,"White","F","25-50k",3,2,1,1,0
"145",40570,-78.6747639427026,35.7282163472804,47.2110187189772,"White","M","75-100k",3,2,1,2,0
"146",40969,-78.5869480840658,35.8152703668111,44.4856604799672,"White","F","75-100k",3,2,1,3,0
"147",41112,-78.6066427376351,35.8341594281125,45.7430314518726,"Black","F","100-150k",3,2,2,1,0
"148",41131,-78.6778997883564,35.7472750562509,40.465003852549,"White","F","<25k",3,2,2,2,0
"149",41343,-78.6002083235563,35.8655212031143,32.5429900695912,"White","F",">150k",3,2,2,3,0
"150",41621,-78.6330248203922,35.7924879426638,52.1704979801403,"White","F","75-100k",3,3,1,1,0
"151",41782,-78.5882065589626,35.8353854714668,33.9053817252339,"Black","F",">150k",3,3,1,2,0
"152",41871,-78.6425463982158,35.8487923991307,40.8300901852658,"White","M","<25k",2,4,2,1,0
"153",41889,-78.5831693323327,35.6034031725106,35.4057320893504,"White","M","75-100k",1,3,2,1,0
"154",42259,-78.6995713714623,35.8613907604188,45.899143329624,"Black","M","100-150k",2,4,2,2,0
"155",42634,-78.5538552078119,35.8402215991996,44.7781719305426,"White","F","50-75k",3,3,1,3,0
"156",42733,-78.7456699598882,35.9030803325017,39.7360869196033,"White","F","25-50k",2,1,2,3,1
"157",43234,-78.6045510530721,35.7559224233381,48.8018353438715,"Hispanic","M",">150k",2,4,2,3,1
"158",43717,-78.5977951145349,35.8248153790129,54.3715038987408,"White","M","75-100k",3,3,2,1,0
"159",43897,-78.6911379328159,35.7719245607517,50.3887730112158,"White","F","25-50k",3,3,2,2,0
"160",43949,-78.5897632519722,35.7639414880404,42.8724673675399,"Black","F","25-50k",3,1,1,1,0
"161",44421,-78.6257601220729,35.6866700541786,42.2358840820192,"White","M",">150k",3,1,1,2,0
"162",44722,-78.6729735156319,35.7832126523041,47.9515634001897,"White","M","75-100k",3,3,2,3,0
"163",44932,-78.7037724952237,35.7398435308323,31.6419979877397,"Hispanic","M","<25k",3,4,1,1,0
"164",45075,-78.5906603162158,35.6174955194772,33.1204202353145,"White","F","75-100k",1,3,2,2,0
"165",45308,-78.6318447472112,35.7934055974298,38.238042303209,"White","F","75-100k",3,4,1,2,0
"166",45402,-78.7787740525662,35.803493102841,50.2171131120806,"White","F","75-100k",3,1,1,3,0
"167",45828,-78.6705998718786,35.6966192603518,43.1583308788074,"White","M","25-50k",3,1,2,1,0
"168",45898,-78.6857567621368,35.7657105380164,28.6958175729069,"White","M","100-150k",3,4,1,3,0
"169",46296,-78.5614614643264,35.7461677537814,47.7358819208073,"White","M","75-100k",2,2,1,1,0
"170",46311,-78.6819599292891,35.7483858948607,35.9396433249982,"White","F","25-50k",3,4,2,1,0
"171",46380,-78.7950192106423,35.8786083297216,61.6984365830609,"White","M","75-100k",3,1,2,2,0
"172",46854,-78.5785225345413,35.6426098883783,56.3716287804102,"Black","M","75-100k",2,2,1,2,0
"173",46933,-78.5220127284875,35.8414619695704,31.4148294685112,"White","M","25-50k",3,1,2,3,1
"174",47568,-78.5830918762762,35.8105726209339,42.4313648637525,"White","M","25-50k",3,4,2,2,0
"175",47966,-78.6595127283409,35.6389257883265,38.7822242731794,"White","F","100-150k",2,2,1,3,0
"176",48069,-78.7405621384339,35.7775261644847,46.1709421636232,"White","F","75-100k",3,2,1,1,0
"177",48084,-78.6394591003325,35.7451462750237,39.1103468866866,"White","F","50-75k",3,4,2,3,0
"178",48236,-78.70881845467,35.7610202983467,48.3326119601643,"White","F","50-75k",4,1,1,1,0
"179",49052,-78.5990206858238,35.8197000636715,42.6609770100677,"White","M","25-50k",4,1,1,2,0
"180",49273,-78.6019149581493,35.8532057728845,42.6020270533988,"White","M","75-100k",4,1,1,3,0
"181",49337,-78.6503261928504,35.7687796362714,42.9895834832509,"Black","F","100-150k",4,1,2,1,0
"182",49473,-78.5500255468212,35.6366969896007,27.6827259096178,"Hispanic","F","100-150k",1,3,2,3,1
"183",49479,-78.6448011873321,35.8395971898831,46.1623476927866,"White","M","50-75k",3,2,1,2,0
"184",49481,-78.6565501494109,35.7224406032611,37.8980639658604,"Hispanic","M","25-50k",4,1,2,2,0
"185",49824,-78.7479221642328,35.8131845137452,39.5320176434339,"White","M",">150k",3,2,1,3,0
"186",50497,-78.5845605314178,35.6542299289108,46.4728055933204,"White","F","50-75k",2,2,2,1,0
"187",50581,-78.5425030073678,35.8850371921578,37.0902511697224,"Hispanic","F","50-75k",4,1,2,3,0
"188",51275,-78.4306885105718,35.6628709256443,31.9049027141519,"White","F","50-75k",1,4,1,1,0
"189",51401,-78.5451582670117,35.8544520369848,41.7594054773821,"Black","F","75-100k",4,2,1,1,0
"190",51434,-78.6928134883032,35.7780641675634,43.0759194567428,"Hispanic","F","50-75k",4,2,1,2,0
"191",51582,-78.6803045460633,35.7885374325592,51.4879794837728,"White","M","50-75k",4,2,1,3,0
"192",52139,-78.5871752748035,35.7594022865,40.6696804290554,"White","F","100-150k",3,2,2,1,0
"193",52174,-78.5147555465904,35.7205235439221,40.2917227989943,"White","M","50-75k",2,2,2,2,0
"194",52313,-78.5693776328248,35.7103231563153,33.8797289016381,"White","M","25-50k",2,2,2,3,1
"195",52945,-78.5574977353503,35.9025744301758,40.6825983913926,"Hispanic","F","50-75k",4,2,2,1,0
"196",53281,-78.699468751904,35.6527534481653,58.4537337331189,"Hispanic","M","50-75k",2,3,1,1,0
"197",53307,-78.5977340823457,35.5744558977306,39.7618198870892,"White","M","75-100k",1,4,1,2,0
"198",54102,-78.5501487204109,35.8232444960202,72.7474692864838,"White","F","50-75k",4,2,2,2,0
"199",54164,-78.5001629592265,35.625102238753,54.6769798708719,"White","M","<25k",1,4,1,3,0
"200",54655,-78.6431739405424,35.8393845285385,42.4564107384243,"Black","F","100-150k",3,2,2,2,1
"201",54802,-78.6831654127773,35.7856826673773,33.5330227865402,"White","F","100-150k",4,2,2,3,0
"202",54888,-78.7652919507642,35.8608968870811,34.0599094898306,"Aisian/Other","M","25-50k",2,3,1,2,0
"203",55278,-78.6090829069361,35.7073261996084,40.5857673081099,"White","F","25-50k",3,2,2,3,0
"204",55348,-78.6136690627168,35.9367802927876,43.4248447837975,"Black","F","100-150k",3,3,1,1,0
"205",55594,-78.6555372444124,35.8131512933731,42.0690308780879,"White","M","<25k",4,3,1,1,0
"206",55774,-78.6592949993484,35.6119789384405,29.3027348025878,"White","M","75-100k",2,3,1,3,1
"207",55842,-78.6345122028457,35.7097179391976,42.2699957050619,"White","M","75-100k",3,3,1,2,0
"208",56100,-78.6217774725816,35.6078581392297,38.0409664149925,"Black","M","75-100k",2,3,2,1,0
"209",56450,-78.5334530269946,35.6304437422228,41.6102446989266,"White","M","75-100k",1,4,2,1,0
"210",56539,-78.5787706040311,35.8276779172843,40.8133655589072,"White","M","100-150k",4,3,1,2,0
"211",56540,-78.5647777420077,35.7393369226265,41.6803583370247,"White","F","<25k",2,3,2,2,0
"212",56545,-78.7968638317007,35.8199562755794,39.2253716074478,"Hispanic","M","<25k",3,3,1,3,0
"213",56925,-78.67789254641,35.7561938502448,45.7992522901078,"White","M","25-50k",4,3,1,3,0
"214",56977,-78.7865473575813,35.6674313405203,38.2953538045536,"White","M","75-100k",2,3,2,3,0
"215",57413,-78.5668494323858,35.7528752240338,40.8045347893617,"White","F","100-150k",3,3,2,1,0
"216",58170,-78.4675486646864,35.8354829559373,39.8201194888321,"White","M","<25k",3,3,2,2,0
"217",58175,-78.6996921673974,35.6492907892642,32.8149779242519,"Black","M","100-150k",2,4,1,1,0
"218",58429,-78.7034901209047,35.8097199089442,29.3396782967688,"White","M","75-100k",4,3,2,1,0
"219",58527,-78.6384124471838,35.7622654899336,30.3176418992591,"White","F","25-50k",4,3,2,2,0
"220",58628,-78.7183956488513,35.7932118463635,44.3485022072725,"Black","M","25-50k",4,3,2,3,0
"221",58691,-78.6751237540783,35.570506919309,37.2490061851446,"White","F","100-150k",1,4,2,2,0
"222",58820,-78.5999243041913,35.7959220119478,43.452021426728,"White","M","50-75k",3,3,2,3,0
"223",59632,-78.6093082711218,35.6113258747736,59.9449411289133,"Aisian/Other","M","25-50k",1,4,2,3,0
"224",59723,-78.5821980674913,35.8488669266636,40.9857596289138,"White","M","100-150k",4,4,1,1,0
"225",60411,-78.6132332242656,35.8536874759868,41.444473252569,"Black","F","75-100k",4,4,1,2,0
"226",60634,-78.6492751929345,35.8088319312689,55.2150589700918,"White","F","100-150k",4,4,1,3,0
"227",60640,-78.6149766188556,35.8651091306894,40.4060335555078,"White","F","50-75k",4,4,2,1,0
"228",60816,-78.6663346973582,35.7324589433864,35.8279357208829,"Hispanic","M","75-100k",4,4,2,2,0
"229",61268,-78.6530528011272,35.8645325168026,36.2766465287945,"Black","M","25-50k",3,4,1,1,0
"230",62126,-78.6315517594877,35.6730688640713,44.1894096602674,"Hispanic","F","75-100k",3,4,1,2,0
"231",62337,-78.7276817144492,35.8123097985381,43.9876959425947,"Black","F","100-150k",3,4,1,3,0
"232",62605,-78.6929633387163,35.8258349617651,57.0790610669653,"White","M","<25k",4,4,2,3,0
"233",63191,-78.4427813921262,35.8377630063752,32.074981892077,"Hispanic","F","75-100k",2,4,1,2,0
"234",63625,-78.5343986044288,35.6463356745498,39.7046428014854,"White","M","100-150k",2,1,1,1,0
"235",63667,-78.6491205683377,35.7836244832178,40.608987604657,"Hispanic","M","75-100k",5,1,1,1,0
"236",63684,-78.6846148588598,35.8340048499141,47.9657842862413,"White","M","100-150k",3,4,2,1,0
"237",63874,-78.7488586173571,35.5935017291812,52.3212599528688,"White","F","75-100k",2,1,1,2,0
"238",64504,-78.7059732606277,35.8511257799206,49.9412932869924,"White","F","75-100k",3,4,2,2,0
"239",64547,-78.6791539311171,35.7846531070606,34.4376123510722,"White","M","75-100k",5,1,1,2,0
"240",64764,-78.6559445805088,35.7978557921241,45.7256792004733,"White","M","100-150k",5,1,1,3,0
"241",64825,-78.6623071160764,35.885448289279,35.2866455582823,"White","F","75-100k",3,4,2,3,1
"242",64828,-78.6633219308279,35.6739181428369,33.4752959056694,"White","M",">150k",4,1,1,1,0
"243",64971,-78.66691977253,35.7417233105267,35.8502796252972,"Aisian/Other","M","25-50k",5,1,2,1,0
"244",65044,-78.5667298791715,35.6804468391779,37.5651539924796,"White","F","25-50k",2,4,1,3,0
"245",65173,-78.6887293413236,35.681198125461,37.1588092189768,"Hispanic","M","75-100k",4,1,1,2,0
"246",65746,-78.6494508368969,35.7349999368989,44.7173580756422,"White","F","75-100k",5,1,2,2,0
"247",66049,-78.5945321402248,35.6539225646551,38.6701797305398,"Aisian/Other","M","75-100k",2,4,2,1,0
"248",66502,-78.7135476768317,35.8056615811423,31.3805581893286,"Black","F","50-75k",5,1,2,3,0
"249",66951,-78.7071726154434,35.6508115578013,30.7742410982137,"White","M","75-100k",2,4,2,2,0
"250",67223,-78.6240373092267,35.6032667795935,40.6374444750707,"White","F","50-75k",2,1,1,3,0
"251",67480,-78.5579860673132,35.7685066904118,40.1668562667975,"White","M",">150k",4,1,1,3,0
"252",67645,-78.5692634760094,35.7210505706542,27.7627487402429,"White","M","50-75k",2,4,2,3,0
"253",68465,-78.6233169591605,35.7821846044981,28.6341840970658,"White","F","25-50k",5,2,1,1,0
"254",68890,-78.7106594983882,35.8090534722789,34.0571798666502,"White","M","75-100k",5,2,1,2,0
"255",68917,-78.5909313609543,35.8033771559613,47.2804784630491,"White","M","25-50k",4,1,2,1,0
"256",68918,-78.58639374249,35.8245355045185,35.6342240781545,"Hispanic","M","25-50k",5,2,1,3,0
"257",68936,-78.5819486540586,35.6544881418246,35.1605114462677,"White","M","50-75k",3,1,1,1,0
"258",68955,-78.5369692087867,35.6919744038944,44.8726796109457,"White","M","<25k",3,1,1,2,0
"259",69341,-78.7553185495535,35.7284366142965,24.0851417785425,"Black","F","100-150k",4,1,2,2,0
"260",69536,-78.5995812417305,35.818237396799,41.4423856927745,"White","F","<25k",5,2,2,1,0
"261",70268,-78.569447893676,35.8807277119307,38.312132780096,"White","F","100-150k",5,2,2,2,0
"262",70368,-78.611023468529,35.6952148869067,41.0007410767639,"White","M","75-100k",4,1,2,3,0
"263",70559,-78.6696729915656,35.7768272110585,38.6531054443264,"White","F","75-100k",5,2,2,3,0
"264",70723,-78.5896217074837,35.8082390587229,34.4546912757526,"White","F","75-100k",4,2,1,1,0
"265",70893,-78.713047551174,35.7897540507521,43.4675040109095,"Black","M","50-75k",5,3,1,1,0
"266",70933,-78.6010245547934,35.8500838412857,28.0396315146452,"White","F","<25k",5,3,1,2,0
"267",71999,-78.527375866221,35.8336370450878,50.0928212028168,"Black","M","25-50k",4,2,1,2,0
"268",72089,-78.7387828180546,35.7466884225869,36.334834228166,"White","F","25-50k",4,2,1,3,0
"269",72240,-78.6537877461561,35.5603280243289,37.7139501317571,"White","M","25-50k",2,1,2,1,0
"270",73140,-78.5584579813023,35.558365252589,45.3018403298062,"White","F","50-75k",2,1,2,2,0
